;group1;group2;group3;x1;x2;x3;x4;c1;c2;c3;c4;y1;y2;y3;y4
322;old;female;C;-0.974208014;0.835533844;0.294363273;-0.115763411;0.091540912;0.813401472;-0.558121832;1.103516142;-1.22060074;1.641278102;1.687989563;-2.482641267
323;young;female;B;0.086696806;0.68932431;-1.431387825;-0.328300334;1.107189384;0.282975511;0.197343659;-0.448379811;-0.367978299;0.590600793;-1.897296317;1.040224597
324;young;male;B;-0.891521113;-0.183303848;0.283521151;0.689750596;0.342151492;-0.970001988;-1.90610542;-2.093986867;-2.387346327;0.858412678;-0.191187501;-1.607188141
325;young;female;B;-1.653654601;0.259115587;-0.617494886;-1.716194661;-0.218523216;-0.587951587;-0.68051278;0.726716923;-2.955258402;3.12331512;-0.930602812;-0.153519136
326;middle;female;C;-0.804150805;-0.330410041;-0.524451322;-1.080182386;-2.106126925;-0.949170022;-1.458396473;-0.122240679;-2.619212239;0.417173747;-1.069007441;0.138106868
327;middle;female;A;0.215351777;-0.249725166;-0.390586604;-1.047352569;-0.736587841;-0.310378903;-1.326340951;-0.295611673;-0.964084409;-0.250238247;-0.397377155;-0.93999876
328;old;female;B;-0.672148209;-0.872309414;0.428331235;-0.061571212;1.802827346;-0.855987206;-1.394511773;2.149373164;-1.739899449;-1.197981315;1.064048108;-0.196950829
329;middle;female;B;-0.236436606;0.465026443;0.307154454;1.617379541;2.104512428;0.457656433;1.153838512;0.878247678;0.728306614;1.191483997;-0.031672157;-1.797098982
330;young;female;B;-0.143071212;0.13108898;1.201044893;0.445016547;-1.626709984;-0.796613053;-1.986086676;2.558535917;-3.897560435;0.436580478;-0.780812178;-0.981279566
331;young;female;C;-0.639200951;-0.386464891;-0.823311216;-0.002878085;-0.265168334;1.579854636;3.929372092;-0.436614258;-2.558109889;3.985072407;-1.959419103;1.202592803
332;old;male;B;-0.809052249;-0.630491966;0.006339459;-1.323624803;-0.901600884;-1.289473359;-2.191029113;0.306048197;-2.654013013;0.583466183;-0.283111277;-0.437223132
333;old;male;C;0.948401046;1.21433486;1.688339784;0.802792039;0.119706416;-0.190968612;1.551018745;-1.294509675;1.219748156;0.737886215;1.083339054;-0.213782949
334;old;male;A;0.250211435;-0.722021949;-2.059074694;-3.164473347;-1.065828842;-0.312190274;0.46256103;-0.180210001;-1.350568448;-0.164418306;0.376126378;0.031495676
335;young;male;A;0.703238562;1.140839024;2.35635673;1.493284118;1.029568654;-0.737994053;-2.861077429;-0.008425574;-2.050452027;-0.235949173;-1.083154408;1.54810098
336;middle;male;A;-0.411124635;-0.080594522;-2.826783593;0.650122755;-1.072045467;0.393270299;-0.230369162;-0.365702801;0.077847145;-0.32171115;1.378214546;0.213843288
337;middle;male;C;0.710704341;0.695224621;2.36547747;1.686149309;2.639234099;-0.327560154;-0.450836335;-0.736816355;-2.596325523;-1.472634282;0.966415809;-2.077198945
338;middle;female;B;-1.161657526;-0.490522035;-1.411251079;-1.012533089;-1.475988548;0.092167924;0.141787223;-1.82010499;-3.47335552;0.548224078;-0.738811163;1.482712783
339;old;male;A;0.443295693;0.172961549;-0.751205498;0.216279946;-1.685981442;-0.693337427;-2.007770822;-0.322717136;-0.784822251;0.590286654;-0.87908591;0.324547906
340;middle;female;C;-0.013874138;0.036409815;-0.817678867;-2.19586533;-0.979749709;-2.488039541;-5.396325895;-1.210196923;-0.872177953;-1.843821179;-0.643773168;-1.647476927
341;middle;female;B;-1.738862433;-0.681867009;-1.668089546;-1.98549251;0.073150284;0.919755099;1.854491425;-1.894304563;-0.793424607;0.705435308;0.762147597;0.472262288
342;young;female;B;-0.347153531;-1.716365697;-1.034746841;0.884244936;1.446002616;0.466564929;0.583576968;1.506310484;-2.035150184;2.387465042;0.156679579;-0.395108626
343;middle;female;B;0.75157345;0.55779537;2.764234448;0.273479322;-0.431134037;-1.726208641;-3.619072842;-0.412746493;-0.245063564;-0.033458068;1.019236542;1.850988706
344;middle;male;B;-0.231310229;1.253652092;1.453738965;0.729588883;-0.025410654;-2.542369949;-3.35626369;-0.436679458;-0.374633972;0.734269005;-0.514556965;1.071555638
345;young;female;B;0.996285846;1.931682098;-0.336406031;3.541681229;1.121295276;0.860074508;3.490869759;-0.5739614;-0.288944603;2.383641852;0.358702889;0.392904015
346;middle;female;C;0.062936157;1.015539994;1.217716148;0.662384361;1.04826657;1.584372745;2.971643305;-0.754108261;-2.694046673;1.681850613;1.131371321;1.317908104
347;middle;male;C;-1.823334602;0.324562526;-1.386423874;0.085879125;-1.407086354;-0.035732014;0.81925726;0.254441175;-2.780770161;-0.492324619;-0.145130283;-0.586701759
348;young;female;A;-1.287285024;-1.680532827;-0.077118732;-2.960356846;-1.065735109;-2.636095353;-5.738931511;-0.680618106;-3.516006415;-0.966980551;0.963074505;1.704600389
349;middle;female;C;0.134566791;1.692495206;2.838853593;1.797196963;-0.233720081;2.312512427;5.524757362;-1.050684362;-1.56698822;2.829896687;-1.030807762;-0.087136619
350;middle;male;C;0.028991937;0.332425159;0.502832806;0.079934599;1.324691687;-0.243889144;0.109824596;-0.730867414;-0.79544103;0.456268898;0.270454351;1.226897758
351;old;female;A;0.002543283;1.373363666;2.967125929;0.272764605;-1.393572585;-2.473288731;-5.159174527;-0.213731456;-0.494798992;-1.098025087;0.125443756;1.472809808
352;young;female;C;-0.342090392;-0.216890394;-0.80147749;-0.986896442;-1.183584551;0.731310172;0.053850464;-0.749366231;-1.678666931;0.596331799;-1.657575773;-0.862634199
353;young;female;C;-0.168668493;-0.361737334;-2.019228135;-1.488310578;0.207693088;2.155858221;3.154198982;-0.569872894;-1.476269005;1.098181791;0.420115445;0.592916606
354;young;male;C;-0.562680186;-0.304802935;-0.996815263;0.479936991;0.330447072;0.519421526;-0.160894423;-0.411125276;-3.722447094;1.936660854;-1.995908635;-0.234446075
355;young;male;B;-0.922169358;0.275860664;-0.531943079;0.7732724;-0.382448232;-0.745355781;-2.536236737;-0.635206478;-1.96782712;1.377247166;-1.692492699;0.3434982
356;young;female;B;0.291150468;0.882634501;0.225372891;1.020984277;2.279466924;0.342639533;1.593200212;-0.677323523;-1.295373772;2.88419028;0.908666115;0.315444765
357;old;female;C;-0.359528883;-0.93657755;0.76858276;-1.193950975;-0.556745373;0.629718012;1.401334106;0.081850556;-2.059231475;2.456417467;-0.747853135;0.838881862
358;old;male;B;0.170158274;-0.17000059;-0.351350402;-2.542740663;-1.763207035;-0.026046753;-1.474149524;-0.931433938;-1.469869045;1.646390415;-0.968754701;0.645209406
359;young;male;B;-0.820220836;-2.157118662;-2.579189546;-2.699214307;-1.825385571;0.733092416;1.371558109;-1.388733574;-1.006926547;2.149863008;1.071667205;-0.594950216
360;young;female;C;0.162173566;0.279688595;-0.036550856;1.576675421;0.548398728;-0.251396849;1.774636025;0.086148498;-1.77410979;1.120914209;-0.116848108;0.973721788
361;old;male;A;-1.837554798;-1.173511013;-1.582660048;-0.043405571;0.305827828;0.303214052;0.693693431;0.158213587;-2.515241212;2.302237816;1.044839587;0.263061021
362;old;female;B;-0.532106944;-1.156842371;-2.228108416;-1.600913342;-0.041335927;1.151703052;2.078760248;-0.352435016;-1.704358244;0.052275578;1.399513425;1.980960556
363;young;male;A;1.003738008;1.738357387;2.340539783;-0.524899471;-0.214452174;-1.378406615;-1.785523338;-0.057710455;-0.77719974;-1.113593417;1.58244915;1.758280627
364;old;female;A;0.010540855;0.781451805;-0.623035391;-0.782536725;0.425266252;0.053318171;1.973593515;1.025918234;-0.965441016;1.274957997;-0.884310117;0.018929671
365;middle;male;B;-0.508756431;-1.208827431;-1.314153229;-0.505181387;0.697747592;-0.561657297;-0.66652277;1.488162574;-0.347541713;1.176052619;0.59992016;-1.884874099
366;old;female;C;-1.524731761;-2.211086638;-1.418383016;-1.468237158;-1.347204971;1.418917769;3.395758802;-0.442151193;-2.17240522;3.900785276;1.138265792;-1.557309454
367;old;male;A;0.100489762;-1.621902699;-1.767757309;-1.612566998;0.120395173;-0.56829614;-1.280344304;-0.806743614;-1.04789641;-1.170130101;-1.517053647;1.166878369
368;old;female;A;0.770761319;0.46193082;2.624328493;-0.915581726;-0.228319857;-0.196392184;-0.402046587;-1.349091581;-0.33726242;0.386079199;1.872233147;-0.149623242
369;young;female;A;0.582606172;-0.011547777;-1.153017579;0.560419857;0.392616825;-1.535917443;-2.76289069;1.117452791;-1.160911654;-0.136708258;0.622156276;-1.498870862
370;young;female;A;1.093671452;-0.993122857;-0.233850331;-1.034076202;-0.374044373;-0.55806686;-1.702356584;-1.401429368;0.680657312;-1.805575856;-1.146865964;-1.280967447
371;middle;female;A;1.262382665;0.992488522;0.690758152;1.149933279;0.335451551;1.015789736;2.244226713;-1.29193153;0.864891372;1.122259782;0.462574607;-0.415691674
372;young;female;C;0.759637835;0.262317007;1.020678205;1.221358313;0.480337565;-0.166313351;0.059410167;-0.771661298;-1.291303177;1.427197759;-0.360152473;0.212087233
373;young;female;B;1.408351734;0.589170415;0.474118657;0.667358122;1.355298597;-0.038675648;-0.280994895;0.415332489;-1.411349848;1.050388544;-1.564611029;-1.104177859
374;old;female;C;-0.588852903;-0.628796559;0.057334423;-0.65943751;0.160223738;0.809501717;1.574529072;2.115822714;-0.867821884;0.559976414;-0.697101432;-0.692771613
375;young;male;C;-1.582889644;-1.869290312;-2.007754664;-0.701411819;-0.115984218;0.418775171;-0.340321893;0.471545252;-1.612679786;0.465894356;1.852536827;-0.915466654
376;old;male;B;1.080775056;2.045685762;1.605428793;2.804433529;0.591346808;1.044157142;1.293942546;-0.77832861;-1.149657535;2.184277695;0.022225614;-0.483366041
377;old;female;B;-1.752004625;0.094621842;-0.454783901;-0.029832263;0.272953585;-1.316416906;-2.466403992;-0.805485634;-2.009108463;0.836792212;0.130206317;0.211764963
378;young;male;B;0.027515632;-0.998137994;-1.176381725;-1.448388441;-0.730292912;2.127518313;5.308866618;1.451946515;-1.849302469;3.849794078;-0.473847925;-0.2018728
379;young;male;B;0.53119988;1.205355488;1.332327346;1.232100518;1.557288393;0.436039418;-0.742017883;0.473662159;-2.100201802;2.987671547;0.95860126;-0.608586035
380;old;female;A;-1.153985069;-0.707286463;1.056109295;0.46510453;0.959954318;-0.965984367;-2.720794093;-0.057119775;-1.247044028;0.756152291;-1.618072224;1.698558723
381;old;male;C;1.040987372;1.739571535;0.616148323;1.696862492;0.666612254;-0.815608529;-1.73185915;1.001246807;-1.781692382;-1.615909839;0.519713579;-0.525960653
382;middle;female;B;-0.546660998;-1.389384456;-1.393529329;1.340809072;-0.188774102;2.075102896;4.169102708;1.210862746;-0.215725147;2.691664893;0.67977217;1.338490693
383;young;female;C;-0.247127968;-0.623365684;-0.83159928;-1.867306783;1.477987909;-1.09018339;-3.837328024;1.59656995;-1.886520884;0.192457527;-0.093634591;-0.861940309
384;old;female;B;-0.045745228;-3.189928279;-1.518913063;-2.676880522;-0.883727313;0.525569498;0.00615254;2.093268292;-1.276901432;-1.322430721;-0.770344508;1.783565394
385;old;male;A;0.668738876;-1.153651563;-2.358633933;-0.942915261;-1.126186861;1.107946377;2.566556285;0.427612073;2.761616353;-1.071601128;-1.285001263;-0.364713583
386;young;male;B;1.251453095;1.505515169;1.312702203;1.681893087;1.746993588;-1.452540666;-3.025578616;-0.683035214;0.010959339;1.004489306;0.606057395;-0.706852635
387;old;male;B;0.025976135;-0.240836417;-1.808344565;0.695538479;0.483723757;1.010731367;2.062939262;0.444685332;-0.483620146;1.283114619;0.934306663;0.910954888
388;young;male;B;1.460002764;-0.837485675;-0.009765314;0.96720901;-0.744768805;-1.513185038;-2.557670395;-1.485780802;-0.679316257;2.002860293;-0.667275044;-0.507021
389;middle;male;C;-0.667046676;0.185699964;1.309580378;-0.045714414;0.475682099;-0.329552729;-2.125742399;0.405320565;-0.689368486;0.626698892;-0.738013447;0.226069906
390;middle;female;A;-0.391841662;-0.106470797;0.274179115;-0.224703376;-0.59418844;-0.337249701;-0.255324221;1.687392188;-0.147711146;-0.146955993;0.01965032;-0.046708027
391;young;female;C;0.457787675;0.499928991;1.649059766;-0.602670228;0.028662975;-0.858480034;0.178766081;0.589534796;-2.847867191;0.630826331;-1.187917102;0.654111795
392;middle;male;A;1.833178134;1.189964191;1.93305077;1.571818837;1.906366507;-0.411159542;-0.88375678;1.995948361;-0.333769716;-0.177966734;0.184843306;-0.719526275
393;young;male;C;2.078130676;3.089185084;2.328510386;3.079255607;-0.62017517;-0.566806082;-1.68276771;0.052821815;1.561564176;-0.462471091;-1.192901821;0.708548965
394;middle;female;A;0.094212578;1.191333474;1.054806377;1.775899494;0.09469199;-0.439189049;0.490884413;0.397346281;-0.415926144;-0.557113133;0.929521381;0.266746037
395;old;male;A;0.320357003;-0.261477946;-0.958060853;-0.968557339;0.794067476;0.725066359;0.595626892;0.037947355;-2.26683704;-0.030683427;0.708662043;0.072306892
396;old;female;B;1.365902927;0.30250015;-1.325760292;1.359161587;0.677038015;1.70683493;1.455879077;0.401560963;-0.885700627;0.152753455;-1.114016843;-2.076143932
397;young;female;A;-0.255219914;0.618586586;0.888388747;-0.141884723;0.002648003;0.083184311;-0.52948461;-0.789609892;-2.254878232;0.109767521;0.049778757;0.101712828
398;old;female;C;0.189299934;0.055188123;0.664401912;-0.967685779;-0.701682182;1.722622441;2.391412412;-0.053853065;-1.17190917;2.211612061;-0.747360412;0.58730283
399;middle;female;C;1.80880917;1.318456144;1.559897216;0.792207114;-1.155290388;-1.870775005;-2.776718248;0.126618555;0.104753948;-3.415398776;1.068007723;0.767682015
400;young;male;C;-0.817825829;0.862007036;1.270646061;-0.214756524;-0.679182727;-0.397366955;-1.924295467;1.088878897;-1.407528602;1.148841616;-0.558522935;0.080784801
401;middle;male;B;-0.733388922;-0.240622899;-0.73109028;-1.080023665;0.223242962;-0.739391629;-1.869128185;-0.970557857;-0.117336772;1.443784996;-1.386928944;-0.014864049
402;middle;male;B;-0.771165334;-0.239866796;1.035066895;-2.140757019;-0.054710834;-3.310988735;-5.885198958;0.673040889;-1.256824619;-0.058028978;0.406179815;0.196692536
403;middle;male;B;0.327397454;1.6681827;0.291334451;1.502824248;-0.664387833;-0.191051229;-1.273685412;-0.264037706;-0.102037871;1.275675999;-0.586370651;1.071307323
404;young;male;B;0.427417856;0.027127333;-1.284414226;0.929436895;-0.383473587;-0.147719153;-0.14641163;-1.325897537;-0.801657865;1.488953491;0.048973613;0.968924513
405;old;male;B;-0.272422586;0.347122327;0.452506914;0.102772104;0.897481604;-1.352689766;-2.836931257;1.131160023;-0.147997628;0.246436805;1.546349902;0.586657963
406;young;male;B;0.006223412;0.226139375;0.95017555;2.096702859;1.866163814;3.828888942;9.333241231;0.569044091;-1.932005548;5.543924186;2.181351125;-0.647955055
407;young;male;C;0.871605689;1.554511348;2.149595123;2.068995663;-1.420164778;0.562806455;1.792738679;-0.764866886;0.707497039;2.688695141;-0.612573725;-0.257357223
408;young;female;A;1.03355677;0.231844039;1.637120237;0.787060814;-0.474151984;-0.816203339;-1.865235232;-0.753845334;-0.358491138;-0.487745538;-1.225236987;1.60560413
409;old;male;A;1.603873065;2.76819737;4.177828924;2.563316681;0.079066078;-1.983784017;-3.626317718;0.445991797;1.281997042;-0.578794269;-1.65228865;0.651449992
410;old;male;A;1.579547631;-0.408630193;-0.356946177;-0.513600758;0.77709884;0.39839887;-0.242459887;0.661540041;-0.938888214;1.784729928;-0.594421448;-0.110107533
411;middle;female;B;0.948020746;1.75603282;1.275887747;1.033756059;0.70730618;2.897159536;6.299263691;-0.163845417;-1.448941938;2.306183007;-0.839075598;0.399060032
412;young;male;B;-0.760068158;0.127139533;0.166189305;-1.167383108;0.12991255;1.087905158;2.785012493;-2.08819147;-2.775409827;3.343684224;-1.306438582;0.183135337
413;middle;male;C;0.477414049;-1.017956894;0.043579276;-0.157004318;0.284912184;-1.556057118;-2.658056355;-1.116627695;0.185557404;0.17832657;0.011442341;-0.683024497
414;young;male;B;0.62966295;-0.586454809;-0.861560447;-1.35406321;0.252396777;0.510021245;-2.075480184;-0.185300315;-1.154544669;-0.117320355;1.619604298;0.883893841
415;young;female;C;1.010813327;1.173711997;0.748266047;1.94175488;1.374491155;0.502612554;1.977893051;0.345687997;-1.736026499;1.365287667;-0.860978025;0.549316874
416;young;male;B;-0.088031427;3.090714458;1.004040723;2.246608332;-0.557964175;-0.530714744;-1.407908646;0.779838494;-1.169013766;-0.723043074;0.005407141;-0.266633918
417;old;female;A;1.258037649;0.509783764;0.470879078;-0.266973459;-1.22282797;1.644981885;3.711638386;1.544943583;1.116486633;0.472260368;-1.670259517;0.071416644
418;young;male;C;0.253822042;-0.131969605;-0.063793811;-0.671316153;1.03777013;0.507408354;0.549982823;0.623920164;0.536829785;1.567844611;-0.096136556;0.984540411
419;young;male;C;0.584227477;-1.273863012;-1.523212456;-1.437753575;0.247557217;-0.587540102;-2.314089196;-0.227399103;0.114429161;0.475706089;0.641046561;-1.536073086
420;young;male;B;1.387146159;1.118615724;-0.122042008;1.748197351;-0.907443079;-0.955855081;-0.745256069;0.784966842;0.49052025;1.29915816;0.613359851;-0.656438478
421;young;male;B;0.243558612;0.804938155;1.225813736;-0.488796982;2.262260493;-1.599437587;-2.740022012;-0.189851531;-4.009530836;0.391167612;0.606329594;1.124756475
422;old;male;C;0.050600799;1.169248681;2.307444368;1.738422656;1.91145206;-0.884104713;-3.775372254;0.589586917;-1.045952916;-0.001020501;-0.192874925;0.576088624
423;young;female;B;-0.022926934;0.141583236;-0.164775591;0.456620827;0.338092119;-1.424566658;-2.64109132;-0.718908582;0.079487787;1.619015617;0.649200757;-0.020662213
424;young;male;C;-0.271378873;0.923050729;0.656108574;1.137942309;0.338583892;0.534849953;1.620666439;-0.440923891;-2.763223161;1.832864357;-0.312391834;-0.444661405
425;middle;female;A;1.090801743;1.236105379;1.816650327;1.593319415;0.638524119;0.025877539;-0.94309826;-0.20694074;0.287763499;-0.527790843;-0.266198437;1.926069891
426;middle;female;C;0.665254489;0.476944715;1.375775509;2.024677939;-0.046117162;-0.167831419;-0.263740406;-0.110996925;-0.633889743;1.44919823;-0.218813319;1.223515239
427;old;male;C;-0.414422844;0.152279276;-0.269579607;0.755879264;-0.458221398;2.241065359;3.141544874;1.123274048;-2.616888423;1.91413928;-0.338983604;-1.09581704
428;old;female;A;-0.564313515;-0.291913801;1.302502286;0.406480949;-0.224084947;0.335169574;-0.126180924;-0.159485363;-0.317557519;0.126091657;-0.421145815;-0.999719972
429;middle;male;C;0.069103423;-0.315502758;-1.030536977;-1.111668723;0.154792097;0.285583484;-0.266539773;-1.322959248;-2.026086269;0.516620318;1.085179097;-0.467879935
430;old;female;C;0.306263253;-0.699244402;-1.28443678;-0.406174787;-0.914216756;-1.495100073;-2.534756056;0.876125997;-2.772333484;-1.054302434;0.708181153;0.80071869
431;young;female;A;0.065078767;0.874025456;-0.250246904;1.394626649;1.174375145;0.374789551;3.107703041;0.198690249;-1.022304853;2.654057261;-1.010246329;0.780852938
432;old;female;C;-0.597342991;0.560374936;0.501542257;1.163983709;-0.315006067;-0.906719539;-0.724518906;-0.327562882;-1.644186616;0.875335877;-0.213278487;-0.794193447
433;middle;male;A;0.9197779;1.418242605;0.663970978;2.262035699;0.801914082;-0.5291519;-1.080908939;-1.56963837;-1.02480915;-1.17094566;-0.052864181;0.140811822
434;young;male;A;-0.999804783;-1.073175361;-1.562599901;-0.83742734;0.021568119;0.317077665;1.118277621;1.51267086;-1.967876256;2.033650419;-0.430548696;0.554545688
435;old;male;A;0.226839235;0.178733998;1.706248772;1.120973211;-0.728967294;0.679813002;0.021408396;-0.208895037;-2.657007531;-0.377043124;0.691041209;1.380751057
436;old;male;A;0.713518324;1.6006721;0.893752644;0.440745577;0.116145051;-0.460016324;-0.843494741;-0.205136662;-1.609425712;0.762833977;0.426125559;-0.535904833
437;young;male;B;-0.080768016;-0.052749531;0.277728409;0.87610333;0.868832555;-0.096011942;0.606554363;-0.157275914;-0.25379512;1.599191989;0.202907509;0.27260716
438;old;female;B;-1.170393905;-1.369794403;-0.667860127;-1.384876902;-1.993013637;-1.403408955;-5.459454512;0.498574107;-1.459014405;-1.377916749;0.351388247;-0.343093885
439;young;female;C;1.868269368;0.560552183;-0.433373935;0.740701669;0.263214526;-0.972544004;-1.144054649;0.023981005;-0.032482748;-0.991214793;-0.732598808;1.149122126
440;old;female;C;-0.808750156;-1.087114191;-1.455454872;-0.346996736;-1.621271226;0.678364142;1.875321464;1.003119619;-2.507157634;1.374214809;0.341548512;-1.011212016
441;old;male;B;0.598572635;0.341284442;-2.762916661;0.242194398;0.203379195;2.090088915;3.149224122;1.067748174;-1.949890245;-0.659224499;0.078945913;-0.497399989
442;old;male;C;-1.426329315;-1.137429187;-1.155068546;-2.464930305;0.419747251;1.281349658;3.339767496;0.93550622;-1.465755616;1.809335408;-0.266000542;-0.730011906
443;middle;male;B;-0.06448249;-2.201277397;-2.690317786;-2.834982906;-0.916994325;1.774623574;1.721922159;-0.918718256;-1.477193226;0.483438557;0.559400378;-1.141024501
444;young;male;C;1.211004126;1.064146198;2.942214689;1.05284719;-0.20107112;-2.413090784;-3.36820928;0.971507146;0.44972429;-0.09571566;1.243035754;-0.874279328
445;old;male;B;-0.697718694;-0.965065586;-1.790269364;-0.804809749;-1.248461243;-0.951570209;-2.239596374;0.845328129;-1.698714279;0.713096231;-0.283759324;-0.96992244
446;old;male;A;0.970438032;0.983769164;0.533259993;0.723306021;0.408047861;0.245569562;1.363115713;-1.041434091;-1.397174623;2.407874879;-0.316650914;0.376470554
447;old;female;A;-0.620902001;-1.707948146;-3.562277619;-1.427261912;-0.127264675;1.140669869;1.947562514;0.539373916;-0.500432749;0.996970878;-1.516643658;-1.619797424
448;old;female;A;1.389236952;0.631394939;-1.000776846;1.503281701;0.569903057;0.746026612;-0.186029933;-0.093501337;-1.006109867;-0.872427298;1.335683266;2.146700468
449;young;female;A;0.056894485;2.110967919;0.368126699;1.802517585;1.075533253;-0.755527621;-0.863283395;-1.052453892;-1.995249821;0.421649263;0.203603404;-0.554163394
450;old;female;C;-0.717692568;1.337802773;0.325310688;2.114114378;1.276680791;-1.343773807;-2.435532782;1.187671686;-1.212427468;0.305451239;-1.642448129;1.029538668
451;young;male;A;0.866023821;1.667272358;1.520670669;2.105180199;-0.039546166;-0.943164005;-1.578047703;-0.652826677;-0.968163952;1.664373926;-0.147744658;-1.452727646
452;middle;female;A;-0.080665872;1.275378608;-0.409637695;2.786734723;0.536065313;1.60823593;4.006284045;-0.868112517;-1.021374743;0.175886478;-1.244788558;0.168235427
453;old;male;C;-1.775317207;-1.834119519;-1.351789558;-2.00719451;-1.275662258;-0.595231206;-2.833125968;0.410899962;-3.560274402;0.770514332;-0.581525987;1.048685308
454;young;male;B;0.386622511;0.566005348;0.706642099;4.452509207;0.888681328;-2.570423369;-3.291009852;-0.087068574;-2.026990111;0.773339291;0.455930465;2.019760586
455;middle;male;C;-0.430557778;-0.914932046;-0.534551326;-0.453614738;-0.792569259;-0.895224277;-1.191207112;0.725048075;-2.495259123;-0.452056296;0.874162227;-0.299928647
456;middle;male;C;0.768463077;0.24288683;-0.172538849;1.381689315;-1.600923808;-1.351377793;-2.866824395;0.749655413;0.775408574;1.533868035;-0.226155391;1.620431514
457;middle;female;C;0.654342361;1.719404431;2.620049976;2.601795192;0.25732237;-0.473886685;-0.46151578;-1.63146777;1.610779063;1.308483013;-0.944457676;0.301053252
458;young;female;A;1.109144973;-0.160341515;-0.639960158;-0.432341431;0.184153247;0.701441424;3.296803773;-1.152089109;-0.492780235;1.361242354;-0.66906821;0.894425911
459;young;male;C;-1.45687271;-1.165092989;-1.420880271;-2.148165457;-1.410606425;0.51693995;0.643078163;-3.486805744;-3.258633588;1.802896747;0.565154092;1.599290646
460;old;male;B;1.066572087;1.177511157;1.056970753;0.455565668;-0.656825084;1.055698952;2.674882741;-1.72184463;0.080384768;0.047873366;-0.350673944;-0.154465957
461;old;female;C;-1.209036922;-2.296145502;-0.666159084;-1.250491113;0.627495522;1.105849155;-0.331656694;0.493838781;-1.694861553;1.946429871;-0.326277702;-0.733041047
462;young;female;B;-1.349041192;-2.585849379;-0.928427628;-2.910895438;-2.294859113;-0.734704282;-2.97815607;-0.364597955;-5.573508469;0.589415304;1.18380307;0.339185461
463;old;male;B;-0.91628696;0.173529579;0.292940951;0.258894624;1.55908199;-0.056030942;-0.547650503;-1.413948211;-1.913872753;0.65489662;-0.876677089;0.49445377
464;old;female;B;1.692163773;0.334933033;0.97967486;1.749877769;2.037100893;0.162113419;1.375417571;2.035691036;-0.202000915;1.833937493;1.259668184;0.783320644
465;old;male;A;0.586720633;-0.322607578;0.252643826;0.741147154;-0.498355768;-0.134529867;-0.218211745;-0.270951789;-0.104461441;-0.388231339;-1.458262338;-1.55436116
466;old;female;A;-0.250723434;-0.595941496;-0.770091642;-0.939350823;0.042095128;-2.377718921;-2.317205356;-0.745763973;-0.187056986;-0.240187508;0.683003902;-2.211535137
467;young;male;C;-0.623800333;-1.348809289;0.20265023;-1.370572231;-1.025028839;0.106801599;-0.217851538;1.691736762;-3.433892654;0.812306565;-0.065428408;-0.465583365
468;middle;female;C;0.399064818;1.271917191;1.643926003;2.497089074;-1.116872163;-0.2025299;0.116775402;0.498426904;-1.110064187;1.659114056;1.113917734;-0.1080321
469;old;male;B;-0.939494839;0.402511373;0.655967565;0.395406555;0.257817108;-0.515879338;0.023746383;2.088936959;-2.06657662;0.498218048;2.364462771;-1.673582037
470;young;female;A;0.220368478;0.91242743;-0.743658391;1.42418083;0.375107326;1.125416345;0.260241423;-0.545133352;0.831979955;1.629542082;-2.261559589;0.068276474
471;old;male;C;-0.847330762;-0.822340544;-1.355874217;-0.58426828;0.080834831;1.168640288;2.23509396;-1.20706603;-0.638813146;1.118455716;0.873796531;0.808038724
472;old;female;C;0.913278821;2.527286899;2.40405512;2.649495714;0.57629212;-1.683334751;-4.407214646;0.777797292;-0.312164234;-0.606886453;0.844475429;-0.625414328
473;young;female;A;-0.2935483;-0.123139965;0.054372423;0.976895191;1.374265694;1.143442768;1.854617008;0.648700753;-1.950894059;-0.110262999;1.406001569;0.81238118
474;old;female;C;-0.080335021;-0.126658699;0.647809731;-0.877371794;-2.219595147;-0.707437267;-2.170077486;-0.658224879;-0.52583178;0.474806796;-0.095723148;1.23286789
475;middle;female;B;-1.866460666;-1.889183337;-3.120556037;-1.583107304;0.902163199;1.241404532;2.599451226;2.028797944;0.301926906;0.585542275;-0.289149648;-0.737142929
476;middle;male;A;-0.380541846;-0.220365248;0.153633025;-0.20336466;0.553531996;-0.100804152;0.740036636;1.010702064;0.027071458;-0.596003454;-0.213417163;1.10742052
477;middle;female;A;1.624553621;1.651220615;2.046750262;0.389226633;0.092184307;0.223561659;1.821642498;-0.515372282;-0.125903471;1.919330026;0.347877856;0.202889901
478;old;male;C;1.801107047;-0.096460603;0.016194126;1.250967643;-0.546406296;0.805109461;1.558681157;-0.436005374;-0.427874223;0.767617723;0.201673243;0.610783184
479;old;female;A;1.145342582;-0.113542297;0.102864306;0.009908884;-0.222136586;0.387805501;0.801417082;0.19751248;0.206857828;0.40768859;-0.447323865;0.821874535
480;middle;male;A;-0.443955876;0.652803138;-0.341777716;0.259939532;-1.86783414;-1.585729691;-3.484355392;-0.852899865;-2.142578973;-0.837369502;0.248119824;-0.154859085
481;old;male;C;0.314024275;1.674350391;2.32285489;1.326806661;-0.444245257;-0.579569655;-1.509421029;-1.561436418;-1.889614063;2.679410911;-0.290286287;-0.297841923
482;middle;female;A;0.261433715;-2.12818132;-0.787053208;-1.689939045;-0.146177596;-1.219799148;-3.248814785;0.331047229;-0.865752018;-2.225462527;0.790784005;-1.114434105
